time,text,username,all_hashtages,amount_follwers
2021-09-24 23:58:35,"b'I don\'t get why people don\'t see the urgency. It\'s late September in Boston and I\'m sweating every day like I live in Orlando  And we\'ll remember these as ""when it was cool enough to leave the house"" days https://t.co/fR2r63uGTt'",b'thebostonlol',[],740
2021-09-24 23:58:32,"b""@lizzirmweyant Don't worry, a real Boston kid would say it with an -er but spell it with an -a.""",b'richparr79',[],2739
2021-09-24 23:58:27,b'@8marathon24 Fun fact she is my congressperson in Boston.',b'PunishedJackie',[],336
2021-09-24 23:58:24,b'Nets x Knicks e Boston x Lakers https://t.co/jbn4DzHzja',b'sciluan_',[],796
2021-09-24 23:58:23,b'@jessgawrych I think all passengers need to be given a spray bottle in the event of a wild Karen \xf0\x9f\xa4\xa3. I was proud of my two flights from Boston to SF that everyone was looking out for each other  and just wanted to enjoy HBO Max and free seltzer',b'DavidLeBoeuf',[],1869
2021-09-24 23:58:15,"b""1. That wasn't a strike. The ump made the right call. 2. I have never in my ENTIRE LIFE seen an ump go to make a strike call and just legit change his mind mid-call. 3. Let's party. 4. Fuck Boston.""",b'BEdward26',[],132
2021-09-24 23:58:02,b'#Boston #Celtics: @aaron_nesmith days left ...   https://t.co/xC4RX5m4ue   #Atlantic #AtlanticDivision #BostonCeltics #BostonCeltics #EasternConference #EasternConferenceAtlantic #EasternConferenceAtlanticDivision #Massachusetts #NBAAtlantic #NBAAtlanticDivision #NBAEastern https://t.co/SRYjPIhqD1',b'LoveNBAcom',"['Boston', 'Celtics', 'Atlantic', 'AtlanticDivision', 'BostonCeltics', 'BostonCeltics', 'EasternConference', 'EasternConferenceAtlantic', 'EasternConferenceAtlanticDivision', 'Massachusetts', 'NBAAtlantic', 'NBAAtlanticDivision', 'NBAEastern']",312
2021-09-24 23:57:54,b'ANYONE WANNA BUY A TICKET FOR CHASE ATLANTIC BOSTON GA FLOOR SECTION? i have two tickets i\xe2\x80\x99m selling',b'togobo_',[],25
2021-09-24 23:57:53,b'Boston are so annoying. In utmost disgust I was hoping they\xe2\x80\x99d beat the yanks. Silly me.',b'B_WTB',[],502
2021-09-24 23:57:52,"b'#NOWPLAYING  https://t.co/EK2HuPvDjG Bankxy - No Reason       ""THE HOME OF BOSTON HIP HOP""'",b'funkyfresh1',['NOWPLAYING'],3763
2021-09-24 23:57:52,b'Journey Boston 26 yard TD.  Dalton 14 South Paulding 13. 1:42 1st',b'DHS_Cats_Sports',[],1797
2021-09-24 23:57:50,b'The Canadian Model has #Sam making landfall In Boston.. Let\xe2\x80\x99s hope this doesn\xe2\x80\x99t happen. https://t.co/8rKyaSMd2O',b'markforecastWX',['Sam'],61
2021-09-24 23:57:49,"b'Heading to Boston/NE this weekend, any suggestions?? \xf0\x9f\x91\x80'",b'dk__create',[],2216
2021-09-24 23:57:49,"b""@psarj @1980Dorothy OK, didn't actually read this. I thought Boston TV news said they did. Oops.""",b'OldGrayBeard1',[],188
2021-09-24 23:57:48,"b""If I ever make it to Boston I'm gonna feel like the Pope walking around shaking everyone's hands and giving them the euro kiss.""",b'LaxCoachMartin',[],947
2021-09-24 23:57:47,"b'""I\'m definitely very excited to show up to the field on Friday, and see the buzz...it\'s going to be a playoff atmosphere for sure."" - @kschwarb12, @RedSox. #KyleSchwarber #bostonredsox #redsox #bostonathlete #baseball #MLB #redsoxnation #goredsox #boston #bostonathletemagazine'",b'bostonathletema',"['KyleSchwarber', 'bostonredsox', 'redsox', 'bostonathlete', 'baseball', 'MLB', 'redsoxnation', 'goredsox', 'boston', 'bostonathletemagazine']",625
2021-09-24 23:57:46,b'a good classic glazed and a bavarian-filled/boston kreme just hit diff',b'noreasalnac',[],238
2021-09-24 23:57:43,b'tomorrow will be a bad day to be a Boston College eagle. https://t.co/qtCzgcouVq',b'randy__vision',[],41582
2021-09-24 23:57:35,b'@claudmp3 @bleachersmusic Great seeing you in New Jersey and Boston',b'mikebro75255678',[],4
2021-09-24 23:57:34,"b""@rochester_rita Please share recipe,  I'm doing a Boston butt in smoker tomorrow and would love this to have for dessert.""",b'imtheponygirl',[],948
2021-09-24 23:57:26,"b'1:03 Q1: TOUCHDOWN! Pete Zamora goes deep to Jimmar Boston! Extra point is good, Rams lead 14-3'",b'RamsFootballSC',[],2687
2021-09-24 23:57:20,"b'No, but I\xe2\x80\x99d seriously be done to see a Boston Rob vs Wendell remodeling showdown.'",b'Melissa2day',[],212
2021-09-24 23:57:19,"b""I'm so confused. Did Boston walk Judge? Or did the ump actually call that ball four? #yankees""",b'Mopiece',['yankees'],48
2021-09-24 23:57:18,b'Harvard Football News - @HarvardFootball leads 7-0 over Brown at the end of the 1st Quarter. Aaron Shampklin scores for Harvard. #AaronShampklin #harvardfootball #bostonathletes #boston #football #gocrimson #onecrimson #harvard #bostonsports #bostonathletemagazine https://t.co/InoulboxYx',b'bostonathletema',"['AaronShampklin', 'harvardfootball', 'bostonathletes', 'boston', 'football', 'gocrimson', 'onecrimson', 'harvard', 'bostonsports', 'bostonathletemagazine']",624
2021-09-24 23:57:17,b'Me: who do i dislike more Boston or the Yankees https://t.co/1sRFSv1wir',b'CoWBoYLoYaLtY24',[],2535
2021-09-24 23:57:13,b'@TonyMassarotti The Boston Massacre 2021 is upon us!!',b'davidjricci',[],23
2021-09-24 23:57:08,b'@espn Yankees vs Boston broadcast sounds like someone died. I guess this isn\xe2\x80\x99t exciting\xe2\x80\xa6',b'ClintNeck',[],45
2021-09-24 23:57:05,b'Either this ump is a troll or Boston decided to IBB Judge four pitches in lol #SquadUp',b'GeoffJMags',['SquadUp'],3654
2021-09-24 23:57:05,b'Umpire psyched Boston #Yankees',b'_MrYankee',['Yankees'],23
2021-09-24 23:57:00,b'Wtf is Boston wearing rn lmfao',b'TheMeccaMSG',[],1254
2021-09-24 23:56:57,b'What is this ump doing? Sorry Boston fans - a Yankee fan',b'benjamntenison1',[],47
2021-09-24 23:56:54,"b'Another day, another homer by the @SoCalGiants at the @AZFallClassic. 2024 Boston Bateman \xf0\x9f\x91\x80\xf0\x9f\x92\xaa https://t.co/rtX5Cszl1v'",b'chuckiefick',[],4839
2021-09-24 23:56:54,b'I\xe2\x80\x99m ready to go see Boston this fall. Who\xe2\x80\x99s coming with?',b'michaelkeigher',[],292
2021-09-24 23:56:50,"b""The New York Yankees are on ESPN tonight against the Boston Red Sox at Funway Park. They're leading 3-0 right now. They have to win at least two out of the three in the series.""",b'jakeleopold225',[],120
2021-09-24 23:56:46,b'@julietighe17 @RedSox Tribute to Patriot Day and Boston Marathon',b'tuckahoetommy',[],3961
2021-09-24 23:56:32,b'I\xe2\x80\x99m so excited to be in Boston for Halloween. The shows lined up look so fun \xf0\x9f\xa5\xb5',b'HeyThereMisster',[],1037
2021-09-24 23:56:21,b'@NECN Trust Dr. Jennifer Lo reported her Boston/MA income she earned while working remotely to #HawaiiDOTAX and paid her 8% income tax rate there. Don\xe2\x80\x99t want another Democrat tax cheat!',b'ConservaThreads',['HawaiiDOTAX'],61
2021-09-24 23:56:18,b'Why Boston wearing  that bright  ass yellow? Yankee bats have been doing it so far hope the bullpen holds up tonight. We need a sweep.',b'nightnurse38',[],2193
2021-09-24 23:56:12,b'@JohnnyD_cm @LogicalReterg @JoeEason1 @Michael98410246 @doctorbuttons @boston_hoax @MaidelK @SurferCosmic @try_thinking @earthisaglobe @PTroubleshooter @GordonSBrooks @LulPepega @edempsey107 @pauledevans @shopatten @KayeTatton @1w1lld3bunky0u @FlatEarthD @AiNaTow @MarroniDean @VeritatisetLum1 @Nack__Jicholson @Freak0nIine @aurora_mari_ @watermole6 @Wandaspangler2 @philennogiets @PrismPrime @DennisWhalebone @GPeepo @TheViking_North @chielsin2 @Judah_Slave @NoLongerThatGuy @stephanus_56405 @Amos89862803 @BleedingCrysta1 @RandyNorthrup2 @ChickenQuantum @Glad2bAtheist @sdaws5MUFC @sgtrolls3 @expoztruth @BabyDexy99 @veerhans5 @GavinVS44 @SkyDog_59 @CjMorow @h_y_d_e_22 all caps? triggered. \xf0\x9f\xa4\xa3',b'_hiddenagenda',[],1035
2021-09-24 23:56:07,"b'42"" and 48"" Glass Table Tops https://t.co/x9uJMT49OZ  https://t.co/LvTF2NWTFN #BostonCurbAlert #Boston #Free'",b'BostonCurbAlert',"['BostonCurbAlert', 'Boston', 'Free']",651
2021-09-24 23:56:06,b'Folding bed with mattress + protector https://t.co/Ljw0ic1ZxO  https://t.co/LvTF2NWTFN #BostonCurbAlert #Boston #Free',b'BostonCurbAlert',"['BostonCurbAlert', 'Boston', 'Free']",651
2021-09-24 23:56:04,b'TV Stand / Entertainment Center https://t.co/RLHXURiEJy  https://t.co/LvTF2NWTFN #BostonCurbAlert #Boston #Free',b'BostonCurbAlert',"['BostonCurbAlert', 'Boston', 'Free']",651
2021-09-24 23:56:02,b'Turtle https://t.co/swPbx68NDw  https://t.co/LvTF2NWTFN #BostonCurbAlert #Boston #Free',b'BostonCurbAlert',"['BostonCurbAlert', 'Boston', 'Free']",651
2021-09-24 23:56:00,"b'@alli1207 Yes, I see that it\xe2\x80\x99s to commemorate the Boston Marathin, but my retinas are screaming'",b'Maruva2000',[],344
2021-09-24 23:55:58,b'\xf0\x9f\x91\x89  \xf0\x9f\x91\x88 47 MLB Team Color Core Adjustable Face Covering Mask Adult  Boston Red @topfanscorner   #MLB #Team #Color #Core #Adjustable #Face #Covering #NFL #Football #NFLfans   Hurry up to get it for the best price! https://t.co/O35Bpg1IgU',b'topfanscorner',"['MLB', 'Team', 'Color', 'Core', 'Adjustable', 'Face', 'Covering', 'NFL', 'Football', 'NFLfans']",2303
2021-09-24 23:55:53,b'Check out this listing I just added to my #Poshmark closet: Boston University Men\xe2\x80\x99s Ice Hockey red t-shirt. https://t.co/0ERdVburqc #shopmycloset @poshmarkapp',b'TaraDiamondKule',"['Poshmark', 'shopmycloset']",526
2021-09-24 23:55:44,b'Check out this listing I just added to my #Poshmark closet: Champion Boston Hockey lace up front pullover M. https://t.co/WUGMkks4BE #shopmycloset @poshmarkapp',b'TaraDiamondKule',"['Poshmark', 'shopmycloset']",526
2021-09-24 23:55:39,b'@MarkELindsay Boston\xe2\x80\xa6 *Red*\xe2\x80\xa6 Sox https://t.co/8hIWllmndr',b'DrSandman11',[],21466
2021-09-24 23:55:27,b'@get_over_itxo Boston creme',b'brian48629193',[],1028
2021-09-24 23:55:10,b'Boston shortporch is legendary',b'ShaqGriffinSZN',[],676
2021-09-24 23:55:06,b'I\xe2\x80\x99m bad luck every time I wear a Red Sox jersey or something they always LOSE \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2 maybe I will stop that and not wear it so they will win! Idk terrible season and being a sports fan is stressful @DonnadlgDl @JMile305 @stephk83 @boston_girl79 @CharaCarbone @Brimaried https://t.co/rrpuEvBx9D',b'bdh1563',[],81
2021-09-24 23:55:02,b'@jkozak89 @maffnito @6 True dat but I want all these Boston guys out of our organization this ain\xe2\x80\x99t who we are\xe2\x80\xbc\xef\xb8\x8f',b'MaltaChristian',[],297
2021-09-24 23:54:58,b'They are the Nike City Connect jerseys\xe2\x80\xa6they pay homage to the Boston Marathon. https://t.co/G3GEeo6DLT',b'davewills34',[],9860
2021-09-24 23:54:53,"b'Just posted a photo @ Boston, Massachusetts https://t.co/6IIfC20xHF'",b'junesymphony',[],877
2021-09-24 23:54:53,b'@_ashsierra i love you!!!! we\xe2\x80\x99re going to boston!!!!!!!',b'brahnxvx',[],1966
2021-09-24 23:54:34,b'Ah so this is why things are going the way they are https://t.co/ZsBsvZ6W8V',b'Boston_316',[],357
2021-09-24 23:54:30,b'I love hammering Eovaldi that scrub that was bad or hurt most of his time with the Yankees then went to Boston and becomes good.  Score 37 runs please #Yankees',b'bbqbaseball62',['Yankees'],294
2021-09-24 23:54:30,b'NYY all the way buttttt these Boston jerseys are fucking lit',b'MarcousAnthony',[],88
2021-09-24 23:54:28,b'@phxIIymxkan Kyrie and boston',b'MNIN__',[],1123
2021-09-24 23:54:22,b'@Yankees please beat Boston tonight and tomorrow!',b'andymckittric21',[],812
2021-09-24 23:54:19,"b'@GasolineJoy @JannikBiergans @kenklippenstein Yeah, the us could totally have a high speed rail that runs along the high population carrier of DC-Baltimore-Philly-NYC-Providence-Boston. Oh wait it already does.'",b'therealbjenks',[],12
2021-09-24 23:54:11,"b'Boston differed with his friends.  Boston was always sad, while Mason was always happy.'",b'WorldCl41492395',[],0
2021-09-24 23:54:08,b'I spy something green inside \xf0\x9f\x8c\xb1#toonbudskeefer #parody #adultcartoon #brand #boston #ogcharacters #creativity #art #crafting #cartoonist #artist #magic https://t.co/coilycG18o',b'Toonbuds1',"['toonbudskeefer', 'parody', 'adultcartoon', 'brand', 'boston', 'ogcharacters', 'creativity', 'art', 'crafting', 'cartoonist', 'artist', 'magic']",161
2021-09-24 23:54:07,"b'lrt never change, boston'",b'c2_comics',[],146
2021-09-24 23:54:04,"b'@nathaliejacoby1 I love so many for different reasons!  Paris for food, fashion, the arts. Amsterdam for museums, bike culture, amazing people. Boston for our history, food, culture. NYC cuz it is NYC!  Passau Germany, Venice Austria for their beauty. Can\xe2\x80\x99t wait to discover more!'",b'dmhallenbeck',[],2087
2021-09-24 23:53:59,"b""In Boston, it's weird.""",b'yourmommaso',[],34
2021-09-24 23:53:58,b'\xe2\x80\x9cScience NOT Silence\xe2\x80\x9d \xe2\x80\x9cInvest in LIFE \xe2\x80\xa6 DIVEST from #FossilFuels\xe2\x80\x9d  #FridaysForFuture #UprootTheSystem #FaceTheClimateEmergency #MYCC \xe2\x81\xa6@FFF_Mass\xe2\x81\xa9 #Boston #Massachusetts #mapoli #Statehouse https://t.co/dL4V3dOA8z',b'AndreaDoremus',"['FossilFuels', 'FridaysForFuture', 'UprootTheSystem', 'FaceTheClimateEmergency', 'MYCC', 'Boston', 'Massachusetts', 'mapoli', 'Statehouse']",2174
2021-09-24 23:53:56,"b'@boston_sp0rts20 And don\xe2\x80\x99t forget the play before, an easy interception went right thru Asante Samuel\xe2\x80\x99s hands.'",b'joepcosta',[],614
2021-09-24 23:53:53,"b'Northeastern Field Hockey Score - Final: @GoNUfhockey 3, Dartmouth 0. Goals: Lauren Rowe, Lara Taylor, Cailin Hart. #gonufhockey #bostonathletes #boston #howlinhuskies #gonuathletics #bostonsports #fieldhockey #collegefieldhockey #bostonathletemagazine https://t.co/uU6JWb0oHX'",b'bostonathletema',"['gonufhockey', 'bostonathletes', 'boston', 'howlinhuskies', 'gonuathletics', 'bostonsports', 'fieldhockey', 'collegefieldhockey', 'bostonathletemagazine']",624
2021-09-24 23:53:52,b'Rizzo shitting on Boston &gt;&gt;&gt;',b'_BigSteve89',[],2142
2021-09-24 23:53:38,"b""I'm surprised Boston Rob doesn't have his own remodeling show by now, I'd watch. https://t.co/jFKErCraa5""",b'Melissa2day',[],212
2021-09-24 23:53:24,"b'@mikescudiero Yes, they are  a nod to the Boston Marathon. The blue and yellow are the colors of the Marathon, and the patch on the sleeve is the Marathon Bib with the Boston area code.'",b'laker477',[],2862
2021-09-24 23:53:20,b'@tayIorartista boston?',b'naosouofabyan',[],439
2021-09-24 23:53:16,b'I Really Hate #Boston',b'Yung_Shawty1990',['Boston'],309
2021-09-24 23:53:13,b'@PaulSkallas No grid in Boston https://t.co/Lwq4xp9m3v',b'AdverbReclaimer',[],3975
2021-09-24 23:53:11,b'Pretty night on the Charles River. #Boston https://t.co/hcYF0Jvz1p',b'DanJovicNews',['Boston'],986
2021-09-24 23:53:03,b'@BWilliLiou They are in the colors of the finishing line of the Boston Marathon and were worn on Patriot Day (marathon day) in honor of victims of 2013 bombing and the #BostonStrong moment that came after. You may not like the colors. But you can respect the sentiment\xe2\x80\xa6',b'sdonnan',['BostonStrong'],32032
2021-09-24 23:52:41,b'Wisdom begins in wonder (Socrates)   #Boston #Outdoor #WonderFilledAndWonderful #BOPN \xf0\x9f\x8c\xb3\xf0\x9f\x8c\xbf\xf0\x9f\x8c\xbc https://t.co/b8M4uFgh0V',b'BostonBopn',"['Boston', 'Outdoor', 'WonderFilledAndWonderful', 'BOPN']",100
2021-09-24 23:52:41,b'@jcd823 Boston',b'ow80230595',[],326
2021-09-24 23:52:38,b'@yeek_freak @paytmitch We pondered one time that it could be Boston again',b'TheTallJoseph',[],273
2021-09-24 23:52:19,b'Ordered a delivery from @TheRealPCB online store to Boston. Omgomgomg',b'haarisgh',[],682
2021-09-24 23:52:10,b'I think Boston\xe2\x80\x99s uniforms are suppose to represent the Boston marathon',b'banrise09',[],60
2021-09-24 23:52:05,b'25-09-2021 00:52:34 https://t.co/QSSPnxvGl1 #BlastFMRock \xf0\x9f\x94\x8a Boston - Foreplay / LongTime',b'BlastFMRock',['BlastFMRock'],511
2021-09-24 23:52:03,b'Not liking the Boston Red Sox uniforms this year I mean yellow and blue and very generic.',b'BethJune26',[],54
2021-09-24 23:52:02,b'@SouthernerSays Boston: hold my beer',b'ComoPescado',[],161
2021-09-24 23:51:49,b'@Martina Our crew of 3 dedicated tennis fans donated our @LaverCup all sessions tickets to the staff and students at Tenacity which serves Boston\xe2\x80\x99s youth with educational support and tennis!  Wish we were in person- but going to safely watch from home on @TennisChannel',b'TheAldridges',[],528
2021-09-24 23:51:48,b'Boston College High vs Marshfield High School Football Live 7:00PM Link On @CFooyball Or My Bio',b'FootballUsa16',[],2
2021-09-24 23:51:45,"b'#FF 9-24 #DirtyWater @RedsoxJen1 @HGF52611 @soxpatsforever @Ibutterfly34 @johnszim @RedSox_SF49ers @RedSoxGirl1976 @boston_girl79 and please get rid of the yellow uniforms please, you are NOT the #LakeShow.  Thank you.'",b'PGar58',"['FF', 'DirtyWater', 'LakeShow']",2507
2021-09-24 23:51:44,"b'I was looking at the schedule for tomorrow and saw \xe2\x80\x9cpregnant within the last week, lactating, mated with GSP\xe2\x80\x9d I open the client in Avimark and it\xe2\x80\x99s a TEN YR OLD BOSTON TERRIER PLS SAY SIKE OMG'",b'loftmusik_',[],2023
2021-09-24 23:51:38,b'@hofmannaw the Suite Life of Zack and Cody episode on the Boston tea party!',b'praxisprincess',[],129
2021-09-24 23:51:29,"b'Dude, @theswordofficial fucking rules. @lbpavilion #boston @primusville #primus #tributetokings @ Leader Bank Pavilion https://t.co/zvI2HLC6ju'",b'MikeHsuAAF',"['boston', 'primus', 'tributetokings']",21631
2021-09-24 23:51:27,b'@rogerfederer interviewed at @LaverCup! \xf0\x9f\x92\x95 He surprised #TeamEurope in #Boston https://t.co/GkHh65MlHl',b'RogerOurNo1',"['TeamEurope', 'Boston']",234
2021-09-24 23:51:25,"b""#Yankees are 6-10 each against RedSox, #BlueJays and #Rays. Final 9 games is redemption tour. Man up. Put your foot in Boston's throat. Let's go! #SquadUp #DirtyWater""",b'GiftedPrude',"['Yankees', 'BlueJays', 'Rays', 'SquadUp', 'DirtyWater']",1035
2021-09-24 23:51:24,b'@boston_girl79 those trash unis ughhhhh',b'kelitos_way',[],1509
2021-09-24 23:51:21,"b""i wanna see the  red sox run the boston marathon now that they're sporting these awesome uniforms https://t.co/EY3TMg6S1M""",b'aleckent4',[],24
2021-09-24 23:51:21,"b""#np #rock #heavy  Smokin' - Boston on https://t.co/pejso2QWf5 https://t.co/1xYCumUsrX""",b'NowHardRock1',"['np', 'rock', 'heavy']",41
2021-09-24 23:51:17,b'Boston Red Sox got the best city connection uniform.',b'MaxiumisPohl',[],96
2021-09-24 23:51:16,b'\xf0\x9f\xa4\x96 these are definitely the droids you\xe2\x80\x99re looking for. RSVP for our Robo Boston Block Party with @MassRobotics on October 2nd from 11:00am-4:00pm to see the latest in all things robotics https://t.co/qW1nHUxxqc https://t.co/5ALu1JDW8V',b'seaportbos',[],2505
2021-09-24 23:51:10,"b'@mikescudiero I understand that is the meaning behind them, but tonight that is not the reason they wear them. They said it was because of the streak. And meaning no disrespect, they are still an eye sore. If this were a year long statement for Boston Strong, I understand, but it\xe2\x80\x99s not. IMO.'",b'CaribSaint',[],103
2021-09-24 23:50:58,"b""@ProspectInsider I mean, I'm a diehard fan but after the Boston series I thought we had zero shot. But you're right, the team that won't die, I love it.""",b'IMacDougallBats',[],21
2021-09-24 23:50:55,b'Boston lost their longer coddddddd\xf0\x9f\x8c\x8a\xf0\x9f\xa7\x9c\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',b'WithChanceof',[],3
2021-09-24 23:50:33,b'@Boston_Diehards How bout l pay them to keep him',b'JoeComicFan',[],1072
2021-09-24 23:50:32,b'Chanting \xe2\x80\x9cYankees suck!\xe2\x80\x9d while they\xe2\x80\x99re beating your team 3-0 in the second inning in your own ballpark tells you everything you need to know about the Boston Red Sox fan base.',b'BradenCarmen',[],467
2021-09-24 23:50:31,b'@_BigSteve89 Typical boston',b'reidestevenson',[],254
2021-09-24 23:50:29,"b""@rcooley123 Their City Connect unis, I'm guessing. It's supposed to be a tie-in to the Boston Marathon. Personally, I think they're atrocious.""",b'StillCrusty',[],701
2021-09-24 23:50:21,"b""Facts! @BillForry is fighting the same battles for the same side as #Trump supporters. They're just doing it from the inside. Boston is finally changing so they want to deprive POC of rules which benefited them for generations. Classic drain the community pool. #BOSpoli #MApoli https://t.co/OSMEbOv9T0""",b'NotoriousVOG',"['Trump', 'BOSpoli', 'MApoli']",4808
2021-09-24 23:50:06,"b""Rent free in Boston's heads""",b'teearrrr',[],170
2021-09-24 23:50:03,b'my dads friend works around boston setting up the stage at shows and he said he met sasha and she\xe2\x80\x99s so nice and really cares and respects everyone who puts the show together and everything and like FUCK. I love her.',b'alltoohail',[],3245
2021-09-24 23:50:01,b'The 1st went well both here and in Boston https://t.co/DM3HxG4Ece',b'RaysBaseball',[],625441
2021-09-24 23:49:47,"b'@BostonStrong_34 So much for the yellow jerseys, Boston SUCKS!!! Yanks kicking their loser asses as usual!!! FU Boston can\xe2\x80\x99t beat NY!!!'",b'rod27000',[],1
2021-09-24 23:49:43,b'@FrankiesTwoLoud This Red Sox team is a genuinely homely bunch.  Must be be why the Boston community embraces them so much.',b'WandLLaw99',[],827
2021-09-24 23:49:41,"b'#NOWPLAYING  https://t.co/EK2HuPvDjG Funky Fresh Radio - u already no what it is FUNKY FRESH RADIO       ""THE HOME OF BOSTON HIP HOP""'",b'funkyfresh1',['NOWPLAYING'],3763
2021-09-24 23:49:40,b'@mikescudiero One of the only days I was a Boston fan.  Such a horrible day.',b'PeaceNow4Life',[],1290
2021-09-24 23:49:39,b'1000\xe2\x80\x99s of young people around the world organized &amp; rallied today to say #SaveOurFuture Today in Boston #ThereIsNoPlanetB WeWillNotLetYouWreckThePlanet! https://t.co/F62ncxXl37',b'Maryeb2Boyle',"['SaveOurFuture', 'ThereIsNoPlanetB']",764
2021-09-24 23:49:38,b'Those Boston jerseys look like hot shit lol',b'BubsBx',[],16
2021-09-24 23:49:33,"b'Dorchester Apartment for rent 3 Bedrooms 1 Bath Boston - $2,200: 3 Bed 1 Bath Laundry in Unit Hot Water Included Hardwood and Ceramic Floors Street Parking Dishwasher, Disposal. Microwave Eat-in Kitchen Granite\xe2\x80\xa6 https://t.co/okrYmSk09y #offcampusapartments #offcampusrentals https://t.co/h7dOPUE143'",b'offcampuspads',"['offcampusapartments', 'offcampusrentals']",935
2021-09-24 23:49:31,b'@itsannagraves Ah honestly so tempted! It\xe2\x80\x99s just that I have tickets to Global Citizen Live for tomorrow \xe2\x98\xb9\xef\xb8\x8f How long are you in Boston for?',b'DanyalRF',[],248
2021-09-24 23:49:22,b'Can someone please enlighten me as to why the Boston Red Sox are wearing yellow uniforms?',b'rcooley123',[],140581
2021-09-24 23:49:09,b'@_iLoveAlana I got to Boston just to go EAT!!!',b'ThickFil_A',[],4612
2021-09-24 23:49:06,b'Just signed up for another marathon in 3 weeks \xf0\x9f\x99\x83 it\xe2\x80\x99s Boston qualifier so let\xe2\x80\x99s gooooooo',b'Turtle1389',[],320
2021-09-24 23:49:02,"b'@mikelowetpt @moodyfoodiedude @WeNeedPlaymakrs @creedreader It\xe2\x80\x99s the Boston Marathon colors. Also, I love them &amp; you all suck'",b'injest77',[],3196
2021-09-24 23:49:01,b'@annenamocatcat It\xe2\x80\x99s a tribute to the Boston marathon',b'Ashley_Dyane',[],1364
2021-09-24 23:48:58,b'Lame Boston fans.',b'Rd1Tab2',[],19
2021-09-24 23:48:55,b'Missing Boston more than ever \xe2\x9d\xa4\xef\xb8\x8f https://t.co/b86hSPz9jU',b'saksd14',[],83
2021-09-24 23:48:54,"b'As good as I think the Celtics will be this season unless Nesmith gets big time minutes and is the sniper we know he can become, Boston\xe2\x80\x99s spacing is questionable. They\xe2\x80\x99ll have to make up for it defensively, getting out in transition off there stops. Top 3 in the east potential'",b'Dom00062492',[],129
2021-09-24 23:48:49,"b""@MsPlayoffHope Jealous! I'm on the east coast and spent way too much of my morning trying to make a plan to get to Boston on Tuesday, 10/5... y'know, for no particular reason.""",b'StoreyClayton',[],343
2021-09-24 23:48:47,"b""@Veronicatheblog @hodges @heykbb I definitely don't follow enough people from Boston. Thank you! (Hope you're doing well)""",b'Dayhaysoos',[],10651
2021-09-24 23:48:44,"b'So, if Boston could get their shit together...... https://t.co/5vVt87AAEF'",b'fishafevah0211',[],370
2021-09-24 23:48:32,b'@HafleysTroops @MizzouFootball @BazelakConnor @case_cook @martezmanuel13 @MikeMaietti78 You\xe2\x80\x99re a Boston college fan\xe2\x80\xa6',b'Holy_Shildt',[],568
2021-09-24 23:48:28,"b'@get_over_itxo Boston cream, please!'",b'TBulin',[],629
2021-09-24 23:48:16,"b'Interesting twist to Boston Legal, \xf0\x9f\x98\x8a https://t.co/8RJxCFo9aA'",b'NyawiraNjoroge',[],9008
2021-09-24 23:48:13,b'@Dayhaysoos I have MANY nice things to say about some. Check out Boston based @hodges @heykbb',b'Veronicatheblog',[],5623
2021-09-24 23:48:12,b'Boston. Save the date 11/19.  More info soon \xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x94\xa5',b'5everforever',[],349
2021-09-24 23:48:11,"b""Boston's yellow unis are sick tho https://t.co/e0tmxvoEv6""",b'dimtunkietunkel',[],61
2021-09-24 23:48:08,b'3:33 Q1: Pete Zamora finds Jimmar Boston on consecutive passes. 2nd and 3 coming up from the TLH 4.',b'RamsFootballSC',[],2687
2021-09-24 23:48:04,b'#MLBnaESPN Time do Boston com uniforme amarelo?',b'jcpinelo',['MLBnaESPN'],13
2021-09-24 23:47:58,b'One of the best college football views in New England. Harvard hosting Brown in front of a strong crowd here in Boston. #GoBruno https://t.co/qImBSUFHHn',b'BillKoch25',['GoBruno'],7977
2021-09-24 23:47:43,b'@MLB_Mexico \xf0\x9f\x98\xad\xf0\x9f\x91\x80\xf0\x9f\x91\x8d\xf0\x9f\xa4\xa3 Boston',b'luismurris1',[],3
2021-09-24 23:47:42,b'We need @Wawa in Boston \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc',b'jermlikespie',[],6704
2021-09-24 23:47:41,"b'@bigjimmurray He\xc5\x9b GONE! What \xc5\x9b the over/under on days before he \xc5\x9b traded? The cheer from Boston fans when they kick him to the curb, will show up on the Richter scale. \xf0\x9f\x98\x82'",b'fardy_f',[],6
2021-09-24 23:47:39,b'#Boston After Dark #5K -&gt; Check out my run on Strava. https://t.co/EVOOW45HUe https://t.co/Safn73tfYu',b'emeth007',"['Boston', '5K']",533
2021-09-24 23:47:34,b'@YankeesNerds He will be in Boston',b'AE47_',[],116
